18	길드 의뢰
20	하이델린
21	에오르제아
22	라노시아
23	검은장막 숲
24	다날란
25	커르다스
26	모르도나
27	림사 로민사
28	림사 로민사 상층 갑판
29	림사 로민사 하층 갑판
30	중부 라노시아
31	저지 라노시아
32	동부 라노시아
33	서부 라노시아
34	고지 라노시아
35	사스타샤 침식 동굴
36	브레이플록스의 야영지
37	방랑자의 궁전
39	그리다니아
40	울다하 날 회랑
41	울다하 달 회랑
42	서부 다날란
43	중부 다날란
44	동부 다날란
45	남부 다날란
46	북부 다날란
47	나무꾼의 비명
48	구리종 광산
49	할라탈리 수련장
50	카른의 무너진 사원
51	울다하
52	그리다니아 신시가지
53	그리다니아 구시가지
54	검은장막 숲 중부삼림
55	검은장막 숲 동부삼림
56	검은장막 숲 남부삼림
57	검은장막 숲 북부삼림
58	탐타라 묘소
59	하우케타 별궁
61	토토라크 감옥
62	이슈가르드
63	커르다스 중앙고지
64	제멜 요새
65	금빛 골짜기
67	모르도나
68	비취 호수
69	숲눈물 벌채지
70	굽은가지 가도
71	수영풀 쉼터
72	송장나무 숲
73	벌꿀 마당
74	아홉덩굴 숲
75	가시나무 숲
76	종달새의 지저귐
77	실프 영지
78	높은길
79	낮은길
80	뱀허물 숲
81	침묵의 화단
82	우르드의 선물
83	소근소근 덤불
84	평온의 정원
85	오리나무 샘
86	영광의 개울
87	푸른 오소리 관문
88	하얀 늑대 관문
89	길버트 감시초소
90	배넉 연병장
91	가비노의 오두막
92	맨바위 언덕
93	워렌 감옥
94	굽은가지 목장
95	갈반스 감시초소
96	대지신의 망각
97	탐타라 묘소
98	거울못 나루
99	수련암
100	울타리나무
101	영원그늘
102	하우케타 별궁
103	공물단
104	움트는 연못
105	비늘바위
106	스프리건 소굴
107	호손 일가의 산장
108	울타리나무
110	아마리세 감시초소
111	카스트룸 오리엔스
112	열두 신 대성당
113	실프 임시 주거지
114	달빛홀씨 숲
115	요람나무
116	금빛잎새 단
117	대롱대롱 꽈리
118	버스카론 감시소 옛터
119	주점 '버스카론 맘대로'
120	토토라크 감옥
121	이솜하 구덩이
122	주인 없는 암자
123	고요한 야영지
125	옛 암다포르 시가지
126	징검뿌리 늪지대
127	남부삼림 발착장
128	옛 암다포르 성
129	채석공방
130	붉은둔덕 요새
131	고블린족 야영지
132	낙엽 유입지
133	우르드의 샘
135	노란 뱀 관문
136	소근소근 조련소
137	에 타타 감시초소
138	울타리나무
139	숲언덕 공방
140	가을박 마을
141	둥둥 뜬 코르크 여관
142	플로렌텔 감시초소
143	산길잡이 바위굴
144	겔모라 유적
145	이크살군 벌채장
146	유지니아 감시초소
147	임시 대미궁 바하무트
151	여관 '둥지나무'
152	에오르제아 지하공간
153	모르디온 감옥
154	늑대우리
155	꽃꿀 나루
156	서쪽 잎맥
157	동쪽 잎맥
158	조슬랑 감시초소
159	들꽃만발 양봉장
160	정령 깃든 어린나무
161	산들바람 줄기
162	여름여울
163	삼 말름 굽잇길
164	모라비 만
165	삼나무 숲
166	신의 손아귀
167	핏빛해안
168	빗물받이 숲
169	아젤리스 옛 가도
170	쿼터스톤
171	해골 골짜기
172	하프스톤
173	환영 제도
174	참나무 숲
175	기나긴 오르막
176	무쇠호수
177	청동호수
178	젤마 계곡
179	산들바람 관문
180	갈라디온 만
181	데네벨 가도
182	불량배 강
183	라다그란 관문
184	여름여울 농장
185	바다노래 석굴
186	아젤리스 강
187	가마솥 공터
188	개척자의 헛간
189	낭떠러지 절벽
190	하늘승강기
191	데네벨 관문
192	속삭임 골짜기
193	니므 강
194	앞돛대 탑
195	미아교
196	안경 바위
197	과부의 눈물
