0	
1	내 초코보
2	
3	
4	구부
5	레거시 초코보
6	마도 아머
7	
8	커얼
9	아리만
10	
11	
12	
13	
14	
15	유니콘
16	
17	
18	베히모스
19	훈련된 도마뱀
20	월계수 구부
21	C식 마도 아머
22	나이트메어
23	
24	
25	뚱보 초코보
26	훈련된 엘브스트
27	봄 벌룬
28	아이톤
29	크산토스
30	굴팍시
31	엔바르
32	전투사자
33	전투곰
34	그랑초코보
35	다이어울프
36	림사 로민사 군마
37	그리다니아 군마
38	울다하 군마
39	
40	마르카브
41	영원초코보
42	슬레이프니르
43	보레아스
44	행진대 초코보
45	검은 초코보
46	금강거북
47	기린
48	탑승 시스템
49	펜리르
50	미드가르드오름
51	
52	빨간 그랑초코보
53	사누와
54	그리핀
55	마나커터
56	전투흑표범
57	
58	고블린워커
59	트윈타니아
60	
61	
62	마녀의 빗자루
63	
64	
65	
66	
67	페가수스
68	리위아 전용 마도 아머
69	네로 전용 마도 아머
70	와이번
71	
72	콩가마토
73	즈
74	벤누
75	흰송골매
76	붉은송골매
77	기사신의 송골매
78	전쟁송골매
79	
80	영광호
81	근두운
82	원조 뚱보 초코보
