0	
1	무기 넣기/꺼내기
2	내 캐릭터
3	기술 목록
4	퀘스트
5	임무 정보 목록
6	업적 목록
7	채집수첩
8	토벌수첩
9	제작수첩
10	소지품
11	임무용 아이템 목록
12	파티원
13	친구 목록 관리
14	차단 목록 관리
15	플레이어 검색
16	지도
17	감정 표현
18	대상 표식
19	시스템 설정
20	단축키 설정
21	매크로 관리
22	HUD 배열 변경
23	접속 종료
24	게임 종료
25	장비함
26	
27	자유부대
28	링크셸
29	낚시수첩
30	도움말
31	추천 임무
32	
33	임무 찾기
34	캐릭터 설정
35	텔레포
36	데존
37	등급 및 라이선스 표시
38	수첩
39	플레이어 간 교류
40	시스템
41	어류도감
42	버디
43	임무
44	하우징
45	화면 설정
46	소리 설정
47	그래픽 설정
48	마우스 설정
49	<if(PLYR: 76 ? 1 ) {컨트롤러 설정} else {게임패드 설정}>
50	기타 설정
51	조작 설정
52	사용자 인터페이스 설정
53	이름 표시 설정
54	단축바 설정
55	대화창 설정
56	PvP 프로필
57	파티 찾기
58	지면 표식
59	준비 확인
60	공략수첩
61	탈것 목록
62	꼬마 친구 목록
63	접근성 설정
64	탐험수첩
65	골드 소서
66	화폐 목록
67	풍맥의 샘 교감 정보
68	공식 가이드
