0	
1	꼬마 봄
2	자동인형 001
3	초코초코보
4	캐트시 인형
5	베이비모스
6	자동인형 003L
7	자동인형 003G
8	자동인형 003U
9	흑와단 초코초코보
10	쌍사당 초코초코보
11	불멸대 초코초코보
12	몰볼 묘목
13	꼬마 청설모
14	애송이버섯
15	벼룩모기 유충
16	파랑새
17	꼬마 영양
18	아기 임프
19	꼬마 커얼
20	검은 커얼
21	힐디 인형
22	자갈 골렘
23	톤베리 인형
24	꼬마 금강거북
25	아기 랍토르
26	아기 박쥐
27	꼬마 묘목
28	먼지토끼
29	듈라한 인형
30	왕올챙이
31	통통푸크
32	꼬마 물소
33	미니텐더
34	아기 게
35	아기 늑대
36	꼬마 눈알
37	꼬마 도도
38	코브란 유충
39	큰뿔염소 인형
40	꼬마 아프칼루
41	새싹 구부
42	미니 푸딩
43	마도 뱅가드 추종형
44	악마의 벽돌
45	작은 두더지
46	꼬마 양
47	작은 슬라임
48	작은 만드라고라
49	고블린 인형
50	실프 인형
51	자동 커서
52	무적호 모형
53	키키룬 인형
54	검은 초코초코보
55	달라가브 인형
56	정신지배아
57	말 없는 콜리브리
58	아말쟈 인형
59	이크살 인형
60	코볼드 인형
61	사하긴 인형
62	골레무스
63	샨토토 인형
64	에드비아 인형
65	태엽 태양
66	푹신푹신 방석
67	빛의 인형
68	빛의 인형
69	빛의 인형
70	빛의 인형
71	지도자 인형
72	멜위브 인형
73	카느 에 센나 인형
74	라우반 인형
75	초코초코보 왕자
76	오딘 인형
77	빛의 전사 인형
78	바하무트 인형
79	모그리 인형
80	아기 오포오포
81	빗자루 인형
82	서큐버스 인형
83	어린 즈
84	나나모 인형
85	길가메시 인형
86	양파 왕자
87	가지 기사
88	마늘 광대
89	토마토 왕
90	만드라 왕비
91	야슈톨라 인형
92	양파 인형
93	보물상자
94	꼬마 맥
95	나나 곰인형
96	태엽 수레
97	너츠 이터
98	민필리아 인형
99	산크레드 인형
100	마도 비트 자율형
101	옅은 어둠의 구름
102	꼬마 낭카
103	판다 인형
104	오르트로스 인형
105	눈사람 인형
106	통통 초코보
107	이다 인형
108	파파리모 인형
109	위리앙제 인형
110	뚱냥이
111	리틀풋
112	작은 미라
113	엔터프라이즈 모형
114	배달부 모그리 인형
115	암살어
116	선물 상자
117	꼬마 물요정
118	루이수아 인형
119	미드가르드오름
120	초록틀
121	깍깍이
122	엔키두
123	보랏빛 인형
124	선구자 인형
125	데즐 인형
126	코볼드 2호
127	바다의 악마
128	검은 초코초코보 비행사
129	카인 인형
130	알피노 인형
131	알리제 인형
132	타타루 인형
133	시드 인형
134	유니콜트
135	군두 인형
136	미니 아토모스
137	아기 올빼미
138	미운 아기 오리
139	게일리키튼
140	태엽 손수레
141	레서판다
142	63페이지
143	철소인
144	아기 그리핀
145	이젤 인형
146	가스트라
147	VII호 증기 워커
148	로열 베이비모스
149	추종 시스템
150	유우기리 인형
151	카벙클 페리도트
152	카벙클 헬리오도르
153	
154	노다지
155	모그리 음악단
156	그나스 인형
157	꼬마 파이싸
158	푸른손 인형
159	호박 집사
160	에키드나 인형
161	릴름 인형
162	사냥매
163	뽈록눈
164	왕자 펭귄
165	트윈타니아 인형
166	꼬마 머윗잎 요정
167	프리오닐 인형
168	이프리트 인형
169	가루다 인형
170	타이탄 인형
171	리바이어선 인형
172	준두 인형
173	오르슈팡 인형
174	네로 인형
175	바스 인형
176	꼬마 파우스트
177	
178	칼카
179	브리나
180	모르포
181	포로 록고
182	길버트 인형
183	어린 펜리르
184	
185	
186	
187	
188	
189	
190	
191	
192	
193	
194	
195	
196	
197	
198	
199	
200	
201	
202	
203	
204	
205	
206	
207	
208	
209	
210	
211	
212	
213	야광귀 인형
214	
215	
216	
217	
218	
219	
220	
221	
222	
223	
